n,method,regime,scenario,delta,variable,comparison,n_pairs,mean_diff,se_diff
500,Bias-aware/Honest,fixed_delta_0.01,F_delta_0.01,0.01,covered,F_delta_0.01 - continuous,5000,0.0018,0.000774255703484886
500,Bias-aware/Honest,fixed_delta_0.015,F_delta_0.015,0.015,covered,F_delta_0.015 - continuous,5000,0.0022,0.0008241163956424561
500,Bias-aware/Honest,fixed_delta_0.02,F_delta_0.02,0.02,covered,F_delta_0.02 - continuous,5000,0.0012,0.0007482138496398998
500,Bias-aware/Honest,fixed_delta_0.025,F_delta_0.025,0.025,covered,F_delta_0.025 - continuous,5000,0.0026,0.0008710911318294949
500,Bias-aware/Honest,fixed_delta_0.03,F_delta_0.03,0.03,covered,F_delta_0.03 - continuous,5000,0.0022,0.0009160785119016785
500,Bias-aware/Honest,fixed_delta_0.035,F_delta_0.035,0.035,covered,F_delta_0.035 - continuous,5000,0.0028,0.000979093317689866
500,Bias-aware/Honest,fixed_delta_0.04,F_delta_0.04,0.04,covered,F_delta_0.04 - continuous,5000,0.0038,0.0009150297568337205
500,Bias-aware/Honest,fixed_delta_0.045,F_delta_0.045,0.045,covered,F_delta_0.045 - continuous,5000,0.004,0.000936469644504837
500,Bias-aware/Honest,fixed_delta_0.05,F_delta_0.05,0.05,covered,F_delta_0.05 - continuous,4998,0.004001600640256103,0.0008930823725664472
500,Bias-aware/Honest,fixed_delta_0.055,F_delta_0.055,0.055,covered,F_delta_0.055 - continuous,4991,0.004207573632538569,0.0009163259779843227
500,Bias-aware/Honest,fixed_delta_0.06,F_delta_0.06,0.06,covered,F_delta_0.06 - continuous,4955,0.004036326942482341,0.0009008177112541192
500,Bias-aware/Honest,fixed_delta_0.065,F_delta_0.065,0.065,covered,F_delta_0.065 - continuous,4865,0.0041109969167523125,0.0009174496953420928
500,Bias-aware/Honest,fixed_delta_0.07,F_delta_0.07,0.07,covered,F_delta_0.07 - continuous,4668,0.0038560411311053984,0.0009072207631863022
500,Bias-aware/Honest,fixed_delta_0.075,F_delta_0.075,0.075,covered,F_delta_0.075 - continuous,4285,0.0039673278879813305,0.0009604198084930809
500,Bias-aware/Honest,fixed_delta_0.08,F_delta_0.08,0.08,covered,F_delta_0.08 - continuous,3694,0.003519220357336221,0.0009744690272292761
500,Bias-aware/Honest,fixed_delta_0.09,F_delta_0.09,0.09,covered,F_delta_0.09 - continuous,2636,0.00417298937784522,0.0012558138855655954
500,Bias-aware/Honest,fixed_delta_0.1,F_delta_0.1,0.1,covered,F_delta_0.1 - continuous,2101,0.00475963826749167,0.0015019010352049383
500,Bias-aware/Honest,fixed_delta_0.12,F_delta_0.12,0.12,covered,F_delta_0.12 - continuous,48,0.020833333333333332,0.020833333333333332
500,Bias-aware/Honest,shrinking_delta,S_shrink_delta_0.0500,0.05,covered,S_shrink_delta_0.0500 - continuous,4998,0.004001600640256103,0.0008930823725664472
500,Conventional MSE,fixed_delta_0.01,F_delta_0.01,0.01,covered,F_delta_0.01 - continuous,5000,-0.0012,0.00278590456635732
500,Conventional MSE,fixed_delta_0.015,F_delta_0.015,0.015,covered,F_delta_0.015 - continuous,5000,-0.0198,0.003341231025378669
500,Conventional MSE,fixed_delta_0.02,F_delta_0.02,0.02,covered,F_delta_0.02 - continuous,5000,-0.0258,0.0036646361226706143
500,Conventional MSE,fixed_delta_0.025,F_delta_0.025,0.025,covered,F_delta_0.025 - continuous,5000,-0.0422,0.003990866748399487
500,Conventional MSE,fixed_delta_0.03,F_delta_0.03,0.03,covered,F_delta_0.03 - continuous,5000,-0.0556,0.00459847335443387
500,Conventional MSE,fixed_delta_0.035,F_delta_0.035,0.035,covered,F_delta_0.035 - continuous,5000,-0.0784,0.004993563370482746
500,Conventional MSE,fixed_delta_0.04,F_delta_0.04,0.04,covered,F_delta_0.04 - continuous,5000,-0.0964,0.005312913834298665
500,Conventional MSE,fixed_delta_0.045,F_delta_0.045,0.045,covered,F_delta_0.045 - continuous,5000,-0.0844,0.005353602545206584
500,Conventional MSE,fixed_delta_0.05,F_delta_0.05,0.05,covered,F_delta_0.05 - continuous,4998,-0.1332533013205282,0.005919896013511674
500,Conventional MSE,fixed_delta_0.055,F_delta_0.055,0.055,covered,F_delta_0.055 - continuous,4991,-0.2294129432979363,0.006712970135881843
500,Conventional MSE,fixed_delta_0.06,F_delta_0.06,0.06,covered,F_delta_0.06 - continuous,4955,-0.3790110998990918,0.007361417368985762
500,Conventional MSE,fixed_delta_0.065,F_delta_0.065,0.065,covered,F_delta_0.065 - continuous,4865,-0.5321685508735868,0.007466545007107724
500,Conventional MSE,fixed_delta_0.07,F_delta_0.07,0.07,covered,F_delta_0.07 - continuous,4668,-0.6825192802056556,0.007019649054829344
500,Conventional MSE,fixed_delta_0.075,F_delta_0.075,0.075,covered,F_delta_0.075 - continuous,4285,-0.7887981330221704,0.006348561162212523
500,Conventional MSE,fixed_delta_0.08,F_delta_0.08,0.08,covered,F_delta_0.08 - continuous,3694,-0.8340552246886843,0.006133908837921123
500,Conventional MSE,fixed_delta_0.09,F_delta_0.09,0.09,covered,F_delta_0.09 - continuous,2636,-0.8444613050075872,0.0070602290804809625
500,Conventional MSE,fixed_delta_0.1,F_delta_0.1,0.1,covered,F_delta_0.1 - continuous,2101,-0.846263683960019,0.007871027680539986
500,Conventional MSE,fixed_delta_0.12,F_delta_0.12,0.12,covered,F_delta_0.12 - continuous,48,-0.75,0.06316139407998893
500,Conventional MSE,shrinking_delta,S_shrink_delta_0.0500,0.05,covered,S_shrink_delta_0.0500 - continuous,4998,-0.1332533013205282,0.005919896013511674
500,RBC MSE,fixed_delta_0.01,F_delta_0.01,0.01,covered,F_delta_0.01 - continuous,5000,0.0094,0.002250186807385917
500,RBC MSE,fixed_delta_0.015,F_delta_0.015,0.015,covered,F_delta_0.015 - continuous,5000,0.0018,0.0026307292044658354
500,RBC MSE,fixed_delta_0.02,F_delta_0.02,0.02,covered,F_delta_0.02 - continuous,5000,0.0018,0.002891543567861458
500,RBC MSE,fixed_delta_0.025,F_delta_0.025,0.025,covered,F_delta_0.025 - continuous,5000,-0.0068,0.003248516980487327
500,RBC MSE,fixed_delta_0.03,F_delta_0.03,0.03,covered,F_delta_0.03 - continuous,5000,-0.0126,0.0033956669611170886
500,RBC MSE,fixed_delta_0.035,F_delta_0.035,0.035,covered,F_delta_0.035 - continuous,5000,-0.007,0.003503234866649134
500,RBC MSE,fixed_delta_0.04,F_delta_0.04,0.04,covered,F_delta_0.04 - continuous,5000,-0.0092,0.0035644933893366287
500,RBC MSE,fixed_delta_0.045,F_delta_0.045,0.045,covered,F_delta_0.045 - continuous,5000,-0.0084,0.003697109915101912
500,RBC MSE,fixed_delta_0.05,F_delta_0.05,0.05,covered,F_delta_0.05 - continuous,4998,-0.011204481792717087,0.00398883553824187
500,RBC MSE,fixed_delta_0.055,F_delta_0.055,0.055,covered,F_delta_0.055 - continuous,4991,-0.012622720897615708,0.0041754495109298856
500,RBC MSE,fixed_delta_0.06,F_delta_0.06,0.06,covered,F_delta_0.06 - continuous,4955,-0.019374369323915237,0.004329574251396247
500,RBC MSE,fixed_delta_0.065,F_delta_0.065,0.065,covered,F_delta_0.065 - continuous,4865,-0.0367934224049332,0.004814110472749254
500,RBC MSE,fixed_delta_0.07,F_delta_0.07,0.07,covered,F_delta_0.07 - continuous,4668,-0.060197086546700945,0.005343679563380835
500,RBC MSE,fixed_delta_0.075,F_delta_0.075,0.075,covered,F_delta_0.075 - continuous,4285,-0.10501750291715285,0.006231119341540904
500,RBC MSE,fixed_delta_0.08,F_delta_0.08,0.08,covered,F_delta_0.08 - continuous,3694,-0.15728207904710342,0.007462078993463456
500,RBC MSE,fixed_delta_0.09,F_delta_0.09,0.09,covered,F_delta_0.09 - continuous,2636,-0.3357359635811836,0.010348718681894182
500,RBC MSE,fixed_delta_0.1,F_delta_0.1,0.1,covered,F_delta_0.1 - continuous,2101,-0.546882436934793,0.011687010919748775
500,RBC MSE,fixed_delta_0.12,F_delta_0.12,0.12,covered,F_delta_0.12 - continuous,48,-0.8541666666666666,0.05148145136372291
500,RBC MSE,shrinking_delta,S_shrink_delta_0.0500,0.05,covered,S_shrink_delta_0.0500 - continuous,4998,-0.011204481792717087,0.00398883553824187
750,Bias-aware/Honest,fixed_delta_0.01,F_delta_0.01,0.01,covered,F_delta_0.01 - continuous,5000,0.0004,0.0005657137141711169
750,Bias-aware/Honest,fixed_delta_0.015,F_delta_0.015,0.015,covered,F_delta_0.015 - continuous,5000,0.0016,0.0007480641148885546
750,Bias-aware/Honest,fixed_delta_0.02,F_delta_0.02,0.02,covered,F_delta_0.02 - continuous,5000,0.0016,0.0008483112202401174
750,Bias-aware/Honest,fixed_delta_0.025,F_delta_0.025,0.025,covered,F_delta_0.025 - continuous,5000,0.0032,0.0008933709321018147
750,Bias-aware/Honest,fixed_delta_0.03,F_delta_0.03,0.03,covered,F_delta_0.03 - continuous,5000,0.0032,0.0008474052272223867
750,Bias-aware/Honest,fixed_delta_0.035,F_delta_0.035,0.035,covered,F_delta_0.035 - continuous,5000,0.0034,0.0009153445095231756
750,Bias-aware/Honest,fixed_delta_0.04,F_delta_0.04,0.04,covered,F_delta_0.04 - continuous,5000,0.0042,0.0009146799045926248
750,Bias-aware/Honest,fixed_delta_0.045,F_delta_0.045,0.045,covered,F_delta_0.045 - continuous,4998,0.004201680672268907,0.0009150451873959143
750,Bias-aware/Honest,fixed_delta_0.05,F_delta_0.05,0.05,covered,F_delta_0.05 - continuous,4991,0.004207573632538569,0.0009163259779843226
750,Bias-aware/Honest,shrinking_delta,S_shrink_delta_0.0408,0.0408248290463863,covered,S_shrink_delta_0.0408 - continuous,5000,0.0042,0.0009146799045926248
750,Conventional MSE,fixed_delta_0.01,F_delta_0.01,0.01,covered,F_delta_0.01 - continuous,5000,-0.0098,0.002717033024033889
750,Conventional MSE,fixed_delta_0.015,F_delta_0.015,0.015,covered,F_delta_0.015 - continuous,5000,-0.0196,0.003287146036581454
750,Conventional MSE,fixed_delta_0.02,F_delta_0.02,0.02,covered,F_delta_0.02 - continuous,5000,-0.0238,0.003590165714555749
750,Conventional MSE,fixed_delta_0.025,F_delta_0.025,0.025,covered,F_delta_0.025 - continuous,5000,-0.0428,0.0041421085708468015
750,Conventional MSE,fixed_delta_0.03,F_delta_0.03,0.03,covered,F_delta_0.03 - continuous,5000,-0.0472,0.004440537768686921
750,Conventional MSE,fixed_delta_0.035,F_delta_0.035,0.035,covered,F_delta_0.035 - continuous,5000,-0.081,0.005084581653795996
750,Conventional MSE,fixed_delta_0.04,F_delta_0.04,0.04,covered,F_delta_0.04 - continuous,5000,-0.0692,0.005269518532571359
750,Conventional MSE,fixed_delta_0.045,F_delta_0.045,0.045,covered,F_delta_0.045 - continuous,4998,-0.1014405762304922,0.005643990795619263
750,Conventional MSE,fixed_delta_0.05,F_delta_0.05,0.05,covered,F_delta_0.05 - continuous,4991,-0.2175916649969946,0.006705109881001045
750,Conventional MSE,shrinking_delta,S_shrink_delta_0.0408,0.0408248290463863,covered,S_shrink_delta_0.0408 - continuous,5000,-0.0672,0.005205982371319567
750,RBC MSE,fixed_delta_0.01,F_delta_0.01,0.01,covered,F_delta_0.01 - continuous,5000,0.0072,0.0023131584771537133
750,RBC MSE,fixed_delta_0.015,F_delta_0.015,0.015,covered,F_delta_0.015 - continuous,5000,-0.0054,0.002552542084710621
750,RBC MSE,fixed_delta_0.02,F_delta_0.02,0.02,covered,F_delta_0.02 - continuous,5000,-0.0046,0.0028350265386932476
750,RBC MSE,fixed_delta_0.025,F_delta_0.025,0.025,covered,F_delta_0.025 - continuous,5000,-0.0036,0.003072343707851033
750,RBC MSE,fixed_delta_0.03,F_delta_0.03,0.03,covered,F_delta_0.03 - continuous,5000,-0.0008,0.0034179245810415917
750,RBC MSE,fixed_delta_0.035,F_delta_0.035,0.035,covered,F_delta_0.035 - continuous,5000,-0.0054,0.0037359014162419188
750,RBC MSE,fixed_delta_0.04,F_delta_0.04,0.04,covered,F_delta_0.04 - continuous,5000,-0.0062,0.003892986394609377
750,RBC MSE,fixed_delta_0.045,F_delta_0.045,0.045,covered,F_delta_0.045 - continuous,4998,-0.005202080832332933,0.00396109534682197
750,RBC MSE,fixed_delta_0.05,F_delta_0.05,0.05,covered,F_delta_0.05 - continuous,4991,-0.006411540773392106,0.004105579682358252
750,RBC MSE,shrinking_delta,S_shrink_delta_0.0408,0.0408248290463863,covered,S_shrink_delta_0.0408 - continuous,5000,-0.006,0.003959284681231877
1000,Bias-aware/Honest,fixed_delta_0.01,F_delta_0.01,0.01,covered,F_delta_0.01 - continuous,5000,0.0004,0.0006324934858177753
1000,Bias-aware/Honest,fixed_delta_0.015,F_delta_0.015,0.015,covered,F_delta_0.015 - continuous,5000,0.0012,0.0007998999737427166
1000,Bias-aware/Honest,fixed_delta_0.02,F_delta_0.02,0.02,covered,F_delta_0.02 - continuous,5000,0.0024,0.0009793057785807211
1000,Bias-aware/Honest,fixed_delta_0.025,F_delta_0.025,0.025,covered,F_delta_0.025 - continuous,5000,0.004,0.0009782593716799529
1000,Bias-aware/Honest,fixed_delta_0.03,F_delta_0.03,0.03,covered,F_delta_0.03 - continuous,5000,0.0034,0.0009153445095231756
1000,Bias-aware/Honest,fixed_delta_0.035,F_delta_0.035,0.035,covered,F_delta_0.035 - continuous,5000,0.0036,0.0009367942766175188
1000,Bias-aware/Honest,fixed_delta_0.04,F_delta_0.04,0.04,covered,F_delta_0.04 - continuous,4999,0.004400880176035207,0.0009362975740656162
1000,Bias-aware/Honest,fixed_delta_0.045,F_delta_0.045,0.045,covered,F_delta_0.045 - continuous,4993,0.004406168636090527,0.0009374203293113829
1000,Bias-aware/Honest,fixed_delta_0.05,F_delta_0.05,0.05,covered,F_delta_0.05 - continuous,4966,0.004430124848973017,0.0009425062304943935
1000,Bias-aware/Honest,shrinking_delta,S_shrink_delta_0.0354,0.0353553390593273,covered,S_shrink_delta_0.0354 - continuous,5000,0.004,0.000936469644504837
1000,Conventional MSE,fixed_delta_0.01,F_delta_0.01,0.01,covered,F_delta_0.01 - continuous,5000,-0.0062,0.002862507779929695
1000,Conventional MSE,fixed_delta_0.015,F_delta_0.015,0.015,covered,F_delta_0.015 - continuous,5000,-0.0222,0.003385812272549822
1000,Conventional MSE,fixed_delta_0.02,F_delta_0.02,0.02,covered,F_delta_0.02 - continuous,5000,-0.0316,0.0038422962728204115
1000,Conventional MSE,fixed_delta_0.025,F_delta_0.025,0.025,covered,F_delta_0.025 - continuous,5000,-0.0404,0.004279863484538877
1000,Conventional MSE,fixed_delta_0.03,F_delta_0.03,0.03,covered,F_delta_0.03 - continuous,5000,-0.0568,0.004808261211204633
1000,Conventional MSE,fixed_delta_0.035,F_delta_0.035,0.035,covered,F_delta_0.035 - continuous,5000,-0.0788,0.0052501071155686896
1000,Conventional MSE,fixed_delta_0.04,F_delta_0.04,0.04,covered,F_delta_0.04 - continuous,4999,-0.06941388277655532,0.005467583524488877
1000,Conventional MSE,fixed_delta_0.045,F_delta_0.045,0.045,covered,F_delta_0.045 - continuous,4993,-0.16182655718005207,0.006280765986127035
1000,Conventional MSE,fixed_delta_0.05,F_delta_0.05,0.05,covered,F_delta_0.05 - continuous,4966,-0.3099073701167942,0.007266934963405667
1000,Conventional MSE,shrinking_delta,S_shrink_delta_0.0354,0.0353553390593273,covered,S_shrink_delta_0.0354 - continuous,5000,-0.0768,0.005217834527793296
1000,RBC MSE,fixed_delta_0.01,F_delta_0.01,0.01,covered,F_delta_0.01 - continuous,5000,0.0002,0.0022893318256735104
1000,RBC MSE,fixed_delta_0.015,F_delta_0.015,0.015,covered,F_delta_0.015 - continuous,5000,0.0016,0.0025141106082330754
1000,RBC MSE,fixed_delta_0.02,F_delta_0.02,0.02,covered,F_delta_0.02 - continuous,5000,0.0018,0.002946368649311136
1000,RBC MSE,fixed_delta_0.025,F_delta_0.025,0.025,covered,F_delta_0.025 - continuous,5000,0.0028,0.003298576681179979
1000,RBC MSE,fixed_delta_0.03,F_delta_0.03,0.03,covered,F_delta_0.03 - continuous,5000,0.0096,0.003438594594679243
1000,RBC MSE,fixed_delta_0.035,F_delta_0.035,0.035,covered,F_delta_0.035 - continuous,5000,0.0044,0.003784044370559055
1000,RBC MSE,fixed_delta_0.04,F_delta_0.04,0.04,covered,F_delta_0.04 - continuous,4999,0.00640128025605121,0.0038263023330300677
1000,RBC MSE,fixed_delta_0.045,F_delta_0.045,0.045,covered,F_delta_0.045 - continuous,4993,0.006408972561586221,0.004103935385131853
1000,RBC MSE,fixed_delta_0.05,F_delta_0.05,0.05,covered,F_delta_0.05 - continuous,4966,-0.0012082158679017317,0.00442137416425484
1000,RBC MSE,shrinking_delta,S_shrink_delta_0.0354,0.0353553390593273,covered,S_shrink_delta_0.0354 - continuous,5000,0.0042,0.0036822797064817543
1500,Bias-aware/Honest,fixed_delta_0.01,F_delta_0.01,0.01,covered,F_delta_0.01 - continuous,5000,0.0004,0.00039999999999999996
1500,Bias-aware/Honest,fixed_delta_0.015,F_delta_0.015,0.015,covered,F_delta_0.015 - continuous,5000,0.001,0.0005998933025087702
1500,Bias-aware/Honest,fixed_delta_0.02,F_delta_0.02,0.02,covered,F_delta_0.02 - continuous,5000,0.0014,0.0006630957240005681
1500,Bias-aware/Honest,fixed_delta_0.025,F_delta_0.025,0.025,covered,F_delta_0.025 - continuous,5000,0.0028,0.0008476884540578742
1500,Bias-aware/Honest,fixed_delta_0.03,F_delta_0.03,0.03,covered,F_delta_0.03 - continuous,5000,0.0028,0.0008936395908550989
1500,Bias-aware/Honest,fixed_delta_0.035,F_delta_0.035,0.035,covered,F_delta_0.035 - continuous,5000,0.003,0.0008708338936525537
1500,Bias-aware/Honest,fixed_delta_0.04,F_delta_0.04,0.04,covered,F_delta_0.04 - continuous,4999,0.0034006801360272052,0.0008234648382680784
1500,Bias-aware/Honest,fixed_delta_0.045,F_delta_0.045,0.045,covered,F_delta_0.045 - continuous,4961,0.0036283007458173754,0.0008537318669867754
1500,Bias-aware/Honest,fixed_delta_0.05,F_delta_0.05,0.05,covered,F_delta_0.05 - continuous,4733,0.002957954785548278,0.0007894600069041128
1500,Bias-aware/Honest,shrinking_delta,S_shrink_delta_0.0289,0.0288675134594812,covered,S_shrink_delta_0.0289 - continuous,5000,0.003,0.0008708338936525535
1500,Conventional MSE,fixed_delta_0.01,F_delta_0.01,0.01,covered,F_delta_0.01 - continuous,5000,-0.012,0.002851811102670207
1500,Conventional MSE,fixed_delta_0.015,F_delta_0.015,0.015,covered,F_delta_0.015 - continuous,5000,-0.0188,0.003312326418283719
1500,Conventional MSE,fixed_delta_0.02,F_delta_0.02,0.02,covered,F_delta_0.02 - continuous,5000,-0.0278,0.003822087606365682
1500,Conventional MSE,fixed_delta_0.025,F_delta_0.025,0.025,covered,F_delta_0.025 - continuous,5000,-0.0336,0.004235303478986106
1500,Conventional MSE,fixed_delta_0.03,F_delta_0.03,0.03,covered,F_delta_0.03 - continuous,5000,-0.0814,0.005075427074837979
1500,Conventional MSE,fixed_delta_0.035,F_delta_0.035,0.035,covered,F_delta_0.035 - continuous,5000,-0.0576,0.005120712092909314
1500,Conventional MSE,fixed_delta_0.04,F_delta_0.04,0.04,covered,F_delta_0.04 - continuous,4999,-0.1250250050010002,0.005808150561406991
1500,Conventional MSE,fixed_delta_0.045,F_delta_0.045,0.045,covered,F_delta_0.045 - continuous,4961,-0.2840153194920379,0.007060986795684415
1500,Conventional MSE,fixed_delta_0.05,F_delta_0.05,0.05,covered,F_delta_0.05 - continuous,4733,-0.4988379463342489,0.007616486459505189
1500,Conventional MSE,shrinking_delta,S_shrink_delta_0.0289,0.0288675134594812,covered,S_shrink_delta_0.0289 - continuous,5000,-0.0728,0.00491374205389278
1500,RBC MSE,fixed_delta_0.01,F_delta_0.01,0.01,covered,F_delta_0.01 - continuous,5000,0.0022,0.002218110908678968
1500,RBC MSE,fixed_delta_0.015,F_delta_0.015,0.015,covered,F_delta_0.015 - continuous,5000,0.0004,0.002332607170365865
1500,RBC MSE,fixed_delta_0.02,F_delta_0.02,0.02,covered,F_delta_0.02 - continuous,5000,-0.0012,0.002713150242217959
1500,RBC MSE,fixed_delta_0.025,F_delta_0.025,0.025,covered,F_delta_0.025 - continuous,5000,0.0014,0.003206503443451539
1500,RBC MSE,fixed_delta_0.03,F_delta_0.03,0.03,covered,F_delta_0.03 - continuous,5000,0.001,0.003340962796333011
1500,RBC MSE,fixed_delta_0.035,F_delta_0.035,0.035,covered,F_delta_0.035 - continuous,5000,0.0034,0.0036055912216461147
1500,RBC MSE,fixed_delta_0.04,F_delta_0.04,0.04,covered,F_delta_0.04 - continuous,4999,0.005001000200040008,0.0037367600817118105
1500,RBC MSE,fixed_delta_0.045,F_delta_0.045,0.045,covered,F_delta_0.045 - continuous,4961,0.00020157226365652087,0.004026807662794436
1500,RBC MSE,fixed_delta_0.05,F_delta_0.05,0.05,covered,F_delta_0.05 - continuous,4733,-0.006338474540460596,0.00436030861915015
1500,RBC MSE,shrinking_delta,S_shrink_delta_0.0289,0.0288675134594812,covered,S_shrink_delta_0.0289 - continuous,5000,0.0028,0.003382413360905022
2000,Bias-aware/Honest,fixed_delta_0.01,F_delta_0.01,0.01,covered,F_delta_0.01 - continuous,5000,0.0026,0.0007738008487658242
2000,Bias-aware/Honest,fixed_delta_0.015,F_delta_0.015,0.015,covered,F_delta_0.015 - continuous,5000,0.002,0.0006318859517121696
2000,Bias-aware/Honest,fixed_delta_0.02,F_delta_0.02,0.02,covered,F_delta_0.02 - continuous,5000,0.003,0.0008236113568506852
2000,Bias-aware/Honest,fixed_delta_0.025,F_delta_0.025,0.025,covered,F_delta_0.025 - continuous,5000,0.0032,0.0008474052272223868
2000,Bias-aware/Honest,fixed_delta_0.03,F_delta_0.03,0.03,covered,F_delta_0.03 - continuous,5000,0.004,0.0009782593716799529
2000,Bias-aware/Honest,fixed_delta_0.035,F_delta_0.035,0.035,covered,F_delta_0.035 - continuous,5000,0.0042,0.0009146799045926248
2000,Bias-aware/Honest,fixed_delta_0.04,F_delta_0.04,0.04,covered,F_delta_0.04 - continuous,4996,0.004403522818254604,0.0009368586153063956
2000,Bias-aware/Honest,fixed_delta_0.045,F_delta_0.045,0.045,covered,F_delta_0.045 - continuous,4832,0.0037251655629139072,0.0008764837146329205
2000,Bias-aware/Honest,fixed_delta_0.05,F_delta_0.05,0.05,covered,F_delta_0.05 - continuous,4040,0.0029702970297029703,0.0008562824879950071
2000,Bias-aware/Honest,shrinking_delta,S_shrink_delta_0.0250,0.025,covered,S_shrink_delta_0.0250 - continuous,5000,0.0032,0.0008474052272223868
2000,Conventional MSE,fixed_delta_0.01,F_delta_0.01,0.01,covered,F_delta_0.01 - continuous,5000,-0.0146,0.0028703685831545454
2000,Conventional MSE,fixed_delta_0.015,F_delta_0.015,0.015,covered,F_delta_0.015 - continuous,5000,-0.0286,0.003340455018099419
2000,Conventional MSE,fixed_delta_0.02,F_delta_0.02,0.02,covered,F_delta_0.02 - continuous,5000,-0.0408,0.0040484997307662016
2000,Conventional MSE,fixed_delta_0.025,F_delta_0.025,0.025,covered,F_delta_0.025 - continuous,5000,-0.053,0.004431944090992703
2000,Conventional MSE,fixed_delta_0.03,F_delta_0.03,0.03,covered,F_delta_0.03 - continuous,5000,-0.091,0.005183548382601146
2000,Conventional MSE,fixed_delta_0.035,F_delta_0.035,0.035,covered,F_delta_0.035 - continuous,5000,-0.0798,0.005258509521192949
2000,Conventional MSE,fixed_delta_0.04,F_delta_0.04,0.04,covered,F_delta_0.04 - continuous,4996,-0.20596477181745396,0.00642157948110159
2000,Conventional MSE,fixed_delta_0.045,F_delta_0.045,0.045,covered,F_delta_0.045 - continuous,4832,-0.4103890728476821,0.007477497839449042
2000,Conventional MSE,fixed_delta_0.05,F_delta_0.05,0.05,covered,F_delta_0.05 - continuous,4040,-0.6896039603960396,0.007454514672913966
2000,Conventional MSE,shrinking_delta,S_shrink_delta_0.0250,0.025,covered,S_shrink_delta_0.0250 - continuous,5000,-0.053,0.004431944090992703
2000,RBC MSE,fixed_delta_0.01,F_delta_0.01,0.01,covered,F_delta_0.01 - continuous,5000,0.0014,0.0021634565188193094
2000,RBC MSE,fixed_delta_0.015,F_delta_0.015,0.015,covered,F_delta_0.015 - continuous,5000,-0.0012,0.0026535109240485156
2000,RBC MSE,fixed_delta_0.02,F_delta_0.02,0.02,covered,F_delta_0.02 - continuous,5000,-0.0014,0.002863782158204414
2000,RBC MSE,fixed_delta_0.025,F_delta_0.025,0.025,covered,F_delta_0.025 - continuous,5000,0.0032,0.003085426384017975
2000,RBC MSE,fixed_delta_0.03,F_delta_0.03,0.03,covered,F_delta_0.03 - continuous,5000,0.0016,0.003475903390613176
2000,RBC MSE,fixed_delta_0.035,F_delta_0.035,0.035,covered,F_delta_0.035 - continuous,5000,0.0058,0.0036491005997419976
2000,RBC MSE,fixed_delta_0.04,F_delta_0.04,0.04,covered,F_delta_0.04 - continuous,4996,0.0014011208967173738,0.0039175528592607116
2000,RBC MSE,fixed_delta_0.045,F_delta_0.045,0.045,covered,F_delta_0.045 - continuous,4832,-0.004552980132450331,0.004220971231576672
2000,RBC MSE,fixed_delta_0.05,F_delta_0.05,0.05,covered,F_delta_0.05 - continuous,4040,-0.031435643564356436,0.005186906823120876
2000,RBC MSE,shrinking_delta,S_shrink_delta_0.0250,0.025,covered,S_shrink_delta_0.0250 - continuous,5000,0.0032,0.003085426384017975
3000,Bias-aware/Honest,fixed_delta_0.01,F_delta_0.01,0.01,covered,F_delta_0.01 - continuous,5000,0.0,0.0006325187870752936
3000,Bias-aware/Honest,fixed_delta_0.015,F_delta_0.015,0.015,covered,F_delta_0.015 - continuous,5000,0.0014,0.0006630957240005681
3000,Bias-aware/Honest,fixed_delta_0.02,F_delta_0.02,0.02,covered,F_delta_0.02 - continuous,5000,0.002,0.0006923119666536426
3000,Bias-aware/Honest,fixed_delta_0.025,F_delta_0.025,0.025,covered,F_delta_0.025 - continuous,5000,0.0014,0.0007744210389633781
3000,Bias-aware/Honest,fixed_delta_0.03,F_delta_0.03,0.03,covered,F_delta_0.03 - continuous,5000,0.0022,0.0007205108098879802
3000,Bias-aware/Honest,fixed_delta_0.035,F_delta_0.035,0.035,covered,F_delta_0.035 - continuous,4999,0.0028005601120224045,0.0007475071249004797
3000,Bias-aware/Honest,fixed_delta_0.04,F_delta_0.04,0.04,covered,F_delta_0.04 - continuous,4924,0.002437043054427295,0.0007027273231867625
3000,Bias-aware/Honest,fixed_delta_0.045,F_delta_0.045,0.045,covered,F_delta_0.045 - continuous,3903,0.002818344862925954,0.0008486733692885099
3000,Bias-aware/Honest,fixed_delta_0.05,F_delta_0.05,0.05,covered,F_delta_0.05 - continuous,1689,0.002960331557134399,0.0013223309866572115
3000,Bias-aware/Honest,shrinking_delta,S_shrink_delta_0.0204,0.0204124145231931,covered,S_shrink_delta_0.0204 - continuous,5000,0.0022,0.0007205108098879802
3000,Conventional MSE,fixed_delta_0.01,F_delta_0.01,0.01,covered,F_delta_0.01 - continuous,5000,-0.0164,0.0030113155936103515
3000,Conventional MSE,fixed_delta_0.015,F_delta_0.015,0.015,covered,F_delta_0.015 - continuous,5000,-0.0338,0.0036185813278362604
3000,Conventional MSE,fixed_delta_0.02,F_delta_0.02,0.02,covered,F_delta_0.02 - continuous,5000,-0.04,0.004147703061712305
3000,Conventional MSE,fixed_delta_0.025,F_delta_0.025,0.025,covered,F_delta_0.025 - continuous,5000,-0.087,0.004871441900427208
3000,Conventional MSE,fixed_delta_0.03,F_delta_0.03,0.03,covered,F_delta_0.03 - continuous,5000,-0.0572,0.00493867493382794
